goterm	gene	cv	fdr
GO:0043085	DOCK7	0.35	0.786
GO:0043085	IQGAP1	0.35	0.797
GO:0043085	HERC2	0.42	0.596
GO:0043085	GTF3C4	0.24	0.755
GO:0044093	EGFR	0.39	0.7
GO:0044093	SIPA1L3	0.36	0.774
GO:0044093	NF1	0.47	0.588
GO:0044093	PIK3CA	0.36	0.507
GO:0044093	PRKCA	0.24	0.781
GO:0044093	KIDINS220	0.39	0.81
GO:0044093	SPTAN1	0.31	0.695
GO:0044093	SPTBN1	0.41	0.642
GO:0044093	THBS1	0.83	0
GO:0044093	FZD4	0.32	0.691
GO:0044093	DOCK7	0.35	0.786
GO:0044093	IQGAP1	0.35	0.797
GO:0044093	HERC2	0.42	0.596
GO:0044093	GTF3C4	0.24	0.755
GO:0051301	CENPF	0.43	0.603
GO:0051301	EGFR	0.39	0.7
GO:0051301	PDS5A	0.49	0.486
GO:0051301	MYH10	0.44	0.823
GO:0051301	NUMA1	0.34	0.845
GO:0051301	PHIP	0.47	0.331
GO:0051301	SON	0.38	0.832
GO:0051301	SPTBN1	0.41	0.642
GO:0051301	BRCA2	0.4	0.424
GO:0051301	TPR	0.36	0.709
GO:0051301	USP9X	0.31	0.813
GO:0051301	DOCK7	0.35	0.786
GO:0051301	ROCK2	0.51	0.00105
GO:0051301	CKAP5	0.43	0.527
GO:1902531	AKAP11	0.32	0.686
GO:1902531	EGFR	0.39	0.7
GO:1902531	SIPA1L3	0.36	0.774
GO:1902531	FLNA	0.45	0.728
GO:1902531	UBR2	0.35	0.681
GO:1902531	NF1	0.47	0.588
GO:1902531	NOTCH2	0.43	0.438
GO:1902531	PRKCA	0.24	0.781
GO:1902531	KIDINS220	0.39	0.81
GO:1902531	SPTAN1	0.31	0.695
GO:1902531	SPTBN1	0.41	0.642
GO:1902531	THBS1	0.83	0
GO:1902531	FZD4	0.32	0.691
GO:1902531	CBL	0.42	0.623
GO:1902578	ASCC3	0.46	0.617
GO:1902578	LYST	0.31	0.572
GO:1902578	DYNC1H1	0.54	0.41
GO:1902578	EGFR	0.39	0.7
GO:1902578	ABCA2	0.35	0.748
GO:1902578	LMTK2	0.32	0.735
GO:1902578	FLNA	0.45	0.728
GO:1902578	FLNB	0.39	0.794
GO:1902578	VPS13A	0.45	0.277
GO:1902578	ATP11A	0.23	0.801
GO:1902578	DNAJC13	0.34	0.806
GO:1902578	SLC7A11	0.35	0.822
GO:1902578	KPNA4	0.32	0.58
GO:1902578	LRP1	0.43	0.107
GO:1902578	MYH10	0.44	0.823
GO:1902578	NF1	0.47	0.588
GO:1902578	NUMA1	0.34	0.845
GO:1902578	NUP98	0.65	3.76e-13
GO:1902578	UBR5	0.33	0.235
GO:1902578	PIK3CA	0.36	0.507
GO:1902578	PHIP	0.47	0.331
GO:1902578	VPS13D	0.3	0.757
GO:1902578	PRKCA	0.24	0.781
GO:1902578	PTPN14	0.38	0.818
GO:1902578	RAB3B	0.41	0.63
GO:1902578	SLC5A3	0.54	0.0522
GO:1902578	SPTBN1	0.41	0.642
GO:1902578	BRCA2	0.4	0.424
GO:1902578	THBS1	0.83	0
GO:1902578	TLN1	0.45	0.844
GO:1902578	TPR	0.36	0.709
GO:1902578	CACNA1A	0.41	0.38
GO:1902578	ALMS1	0.45	0.296
GO:1902578	FYCO1	0.35	0.804
GO:1902578	SLC38A1	0.48	0.134
GO:1902578	FZD4	0.32	0.691
GO:1902578	IQGAP1	0.35	0.797
GO:1902578	ROCK2	0.51	0.00105
GO:1902578	PIEZO1	0.29	0.648
GO:0006886	ASCC3	0.46	0.617
GO:0006886	EGFR	0.39	0.7
GO:0006886	FLNA	0.45	0.728
GO:0006886	VPS13A	0.45	0.277
GO:0006886	KPNA4	0.32	0.58
GO:0006886	NF1	0.47	0.588
GO:0006886	NUP98	0.65	3.76e-13
GO:0006886	UBR5	0.33	0.235
GO:0006886	PHIP	0.47	0.331
GO:0006886	VPS13D	0.3	0.757
GO:0006886	PTPN14	0.38	0.818
GO:0006886	RAB3B	0.41	0.63
GO:0006886	SPTBN1	0.41	0.642
GO:0006886	TPR	0.36	0.709
GO:0006886	HERC2	0.42	0.596
GO:0006915	EGFR	0.39	0.7
GO:0006915	FLNA	0.45	0.728
GO:0006915	LRP1	0.43	0.107
GO:0006915	NF1	0.47	0.588
GO:0006915	NOTCH2	0.43	0.438
GO:0006915	PIK3CA	0.36	0.507
GO:0006915	PHIP	0.47	0.331
GO:0006915	PRKCA	0.24	0.781
GO:0006915	PRKDC	0.36	0.732
GO:0006915	SON	0.38	0.832
GO:0006915	SPTAN1	0.31	0.695
GO:0006915	BRCA2	0.4	0.424
GO:0006915	THBS1	0.83	0
GO:0006915	CACNA1A	0.41	0.38
GO:0006915	CBL	0.42	0.623
GO:0008219	EGFR	0.39	0.7
GO:0008219	FLNA	0.45	0.728
GO:0008219	LRP1	0.43	0.107
GO:0008219	NF1	0.47	0.588
GO:0008219	NOTCH2	0.43	0.438
GO:0008219	PIK3CA	0.36	0.507
GO:0008219	PHIP	0.47	0.331
GO:0008219	PRKCA	0.24	0.781
GO:0008219	PRKDC	0.36	0.732
GO:0008219	SON	0.38	0.832
GO:0008219	SPTAN1	0.31	0.695
GO:0008219	BRCA2	0.4	0.424
GO:0008219	THBS1	0.83	0
GO:0008219	CACNA1A	0.41	0.38
GO:0008219	CBL	0.42	0.623
GO:0009967	EGFR	0.39	0.7
GO:0009967	FLNA	0.45	0.728
GO:0009967	TMOD2	0.4	0.537
GO:0009967	NF1	0.47	0.588
GO:0009967	NOTCH2	0.43	0.438
GO:0009967	UBR5	0.33	0.235
GO:0009967	PHIP	0.47	0.331
GO:0009967	PRKCA	0.24	0.781
GO:0009967	KIDINS220	0.39	0.81
GO:0009967	SPTAN1	0.31	0.695
GO:0009967	SPTBN1	0.41	0.642
GO:0009967	THBS1	0.83	0
GO:0009967	FZD4	0.32	0.691
GO:0009967	CBL	0.42	0.623
GO:0009967	USP34	0.29	0.766
GO:0012501	EGFR	0.39	0.7
GO:0012501	FLNA	0.45	0.728
GO:0012501	LRP1	0.43	0.107
GO:0012501	NF1	0.47	0.588
GO:0012501	NOTCH2	0.43	0.438
GO:0012501	PIK3CA	0.36	0.507
GO:0012501	PHIP	0.47	0.331
GO:0012501	PRKCA	0.24	0.781
GO:0012501	PRKDC	0.36	0.732
GO:0012501	SON	0.38	0.832
GO:0012501	SPTAN1	0.31	0.695
GO:0012501	BRCA2	0.4	0.424
GO:0012501	THBS1	0.83	0
GO:0012501	CACNA1A	0.41	0.38
GO:0012501	CBL	0.42	0.623
GO:0016192	LYST	0.31	0.572
GO:0016192	LMTK2	0.32	0.735
GO:0016192	FLNA	0.45	0.728
GO:0016192	VPS13A	0.45	0.277
GO:0016192	DNAJC13	0.34	0.806
GO:0016192	IGF2R	0.29	0.831
GO:0016192	LRP1	0.43	0.107
GO:0016192	MYH10	0.44	0.823
GO:0016192	PIK3CA	0.36	0.507
GO:0016192	RAB3B	0.41	0.63
GO:0016192	SPTBN1	0.41	0.642
GO:0016192	THBS1	0.83	0
GO:0016192	TLN1	0.45	0.844
GO:0016192	CACNA1A	0.41	0.38
GO:0016192	CBL	0.42	0.623
GO:0016265	EGFR	0.39	0.7
GO:0016265	FLNA	0.45	0.728
GO:0016265	LRP1	0.43	0.107
GO:0016265	NF1	0.47	0.588
GO:0016265	NOTCH2	0.43	0.438
GO:0016265	PIK3CA	0.36	0.507
GO:0016265	PHIP	0.47	0.331
GO:0016265	PRKCA	0.24	0.781
GO:0016265	PRKDC	0.36	0.732
GO:0016265	SON	0.38	0.832
GO:0016265	SPTAN1	0.31	0.695
GO:0016265	BRCA2	0.4	0.424
GO:0016265	THBS1	0.83	0
GO:0016265	CACNA1A	0.41	0.38
GO:0016265	CBL	0.42	0.623
GO:0048667	COL5A1	0.42	0.654
GO:0048667	EGFR	0.39	0.7
GO:0048667	ITGA2	0.37	0.671
GO:0048667	MYH10	0.44	0.823
GO:0048667	NF1	0.47	0.588
GO:0048667	PLXNA1	0.13	0.836
GO:0048667	SSH1	0.33	0.713
GO:0048667	KIDINS220	0.39	0.81
GO:0048667	SPTAN1	0.31	0.695
GO:0048667	SPTBN1	0.41	0.642
GO:0048667	TLN1	0.45	0.844
GO:0048667	CACNA1A	0.41	0.38
GO:0048667	USP9X	0.31	0.813
GO:0048667	DOCK7	0.35	0.786
GO:0048667	ROCK2	0.51	0.00105
GO:0061564	COL5A1	0.42	0.654
GO:0061564	EGFR	0.39	0.7
GO:0061564	TNC	0.45	0.776
GO:0061564	ITGA2	0.37	0.671
GO:0061564	MYH10	0.44	0.823
GO:0061564	NF1	0.47	0.588
GO:0061564	PLXNA1	0.13	0.836
GO:0061564	SSH1	0.33	0.713
GO:0061564	SPTAN1	0.31	0.695
GO:0061564	SPTBN1	0.41	0.642
GO:0061564	TLN1	0.45	0.844
GO:0061564	CACNA1A	0.41	0.38
GO:0061564	USP9X	0.31	0.813
GO:0061564	DOCK7	0.35	0.786
GO:0061564	ROCK2	0.51	0.00105
GO:0065003	PRPF8	0.43	0.842
GO:0065003	CENPF	0.43	0.603
GO:0065003	POLQ	0.39	0.211
GO:0065003	CREBBP	0.39	0.779
GO:0065003	DYNC1H1	0.54	0.41
GO:0065003	SCUBE3	0.42	0.752
GO:0065003	FLNA	0.45	0.728
GO:0065003	TMOD2	0.4	0.537
GO:0065003	NUP98	0.65	3.76e-13
GO:0065003	STARD9	0.29	0.636
GO:0065003	SPTAN1	0.31	0.695
GO:0065003	SPTBN1	0.41	0.642
GO:0065003	TPR	0.36	0.709
GO:0065003	SMARCA5	0.43	0.0787
GO:0065003	PIEZO1	0.29	0.648
GO:0010647	EGFR	0.39	0.7
GO:0010647	FLNA	0.45	0.728
GO:0010647	TMOD2	0.4	0.537
GO:0010647	NF1	0.47	0.588
GO:0010647	NOTCH2	0.43	0.438
GO:0010647	UBR5	0.33	0.235
GO:0010647	PHIP	0.47	0.331
GO:0010647	PRKCA	0.24	0.781
GO:0010647	KIDINS220	0.39	0.81
GO:0010647	RAB3B	0.41	0.63
GO:0010647	SPTAN1	0.31	0.695
GO:0010647	SPTBN1	0.41	0.642
GO:0010647	THBS1	0.83	0
GO:0010647	FZD4	0.32	0.691
GO:0010647	CBL	0.42	0.623
GO:0010647	USP34	0.29	0.766
GO:0018193	MAN1A2	0.31	0.771
GO:0018193	CREBBP	0.39	0.779
GO:0018193	EGFR	0.39	0.7
GO:0018193	LMTK2	0.32	0.735
GO:0018193	NKTR	0.36	0.717
GO:0018193	NUP98	0.65	3.76e-13
GO:0018193	PIK3CA	0.36	0.507
GO:0018193	PHIP	0.47	0.331
GO:0018193	PRKCA	0.24	0.781
GO:0018193	PRKDC	0.36	0.732
GO:0018193	RAB3B	0.41	0.63
GO:0018193	BRCA2	0.4	0.424
GO:0018193	TPR	0.36	0.709
GO:0018193	DOCK7	0.35	0.786
GO:0018193	HERC2	0.42	0.596
GO:0018193	GTF3C4	0.24	0.755
GO:0023056	EGFR	0.39	0.7
GO:0023056	FLNA	0.45	0.728
GO:0023056	TMOD2	0.4	0.537
GO:0023056	NF1	0.47	0.588
GO:0023056	NOTCH2	0.43	0.438
GO:0023056	UBR5	0.33	0.235
GO:0023056	PHIP	0.47	0.331
GO:0023056	PRKCA	0.24	0.781
GO:0023056	KIDINS220	0.39	0.81
GO:0023056	RAB3B	0.41	0.63
GO:0023056	SPTAN1	0.31	0.695
GO:0023056	SPTBN1	0.41	0.642
GO:0023056	THBS1	0.83	0
GO:0023056	FZD4	0.32	0.691
GO:0023056	CBL	0.42	0.623
GO:0023056	USP34	0.29	0.766
GO:0048812	COL5A1	0.42	0.654
GO:0048812	EGFR	0.39	0.7
GO:0048812	ITGA2	0.37	0.671
GO:0048812	MYH10	0.44	0.823
GO:0048812	NF1	0.47	0.588
GO:0048812	PLXNA1	0.13	0.836
GO:0048812	SSH1	0.33	0.713
GO:0048812	KIDINS220	0.39	0.81
GO:0048812	SPTAN1	0.31	0.695
GO:0048812	SPTBN1	0.41	0.642
GO:0048812	TLN1	0.45	0.844
GO:0048812	CACNA1A	0.41	0.38
GO:0048812	USP9X	0.31	0.813
GO:0048812	DOCK7	0.35	0.786
GO:0048812	IQGAP1	0.35	0.797
GO:0048812	ROCK2	0.51	0.00105
GO:0010468	CENPF	0.43	0.603
GO:0010468	ASCC3	0.46	0.617
GO:0010468	ABCA2	0.35	0.748
GO:0010468	FBN1	0.31	0.841
GO:0010468	FLNA	0.45	0.728
GO:0010468	UBR2	0.35	0.681
GO:0010468	CBX5	0.39	0.396
GO:0010468	AFF4	0.22	0.808
GO:0010468	TNRC6A	0.35	0.788
GO:0010468	HIVEP1	0.37	0.704
GO:0010468	HIVEP2	0.47	0.724
GO:0010468	ZKSCAN2	0.42	0.348
GO:0010468	NF1	0.47	0.588
GO:0010468	NOTCH2	0.43	0.438
GO:0010468	PIK3CA	0.36	0.507
GO:0010468	PTPN14	0.38	0.818
GO:0010468	SON	0.38	0.832
GO:0010468	TEAD1	0.61	0
GO:0010468	TPR	0.36	0.709
GO:0010468	USP9X	0.31	0.813
GO:0010468	SMARCA5	0.43	0.0787
GO:0010468	CBL	0.42	0.623
GO:0044699	FRY	0.29	0.745
GO:0044699	CENPF	0.43	0.603
GO:0044699	POLQ	0.39	0.211
GO:0044699	MAN1A2	0.31	0.771
GO:0044699	ASCC3	0.46	0.617
GO:0044699	CEP250	0.38	0.769
GO:0044699	AKAP11	0.32	0.686
GO:0044699	LYST	0.31	0.572
GO:0044699	COL5A1	0.42	0.654
GO:0044699	COL7A1	1.24	3.41e-35
GO:0044699	CREBBP	0.39	0.779
GO:0044699	VCAN	0.45	0.475
GO:0044699	AMOTL1	0.3	0.792
GO:0044699	DYNC1H1	0.54	0.41
GO:0044699	EGFR	0.39	0.7
GO:0044699	ABCA2	0.35	0.748
GO:0044699	FASN	0.55	1.36e-09
GO:0044699	FBN1	0.31	0.841
GO:0044699	FBN2	0.62	0.00756
GO:0044699	LMTK2	0.32	0.735
GO:0044699	SIPA1L3	0.36	0.774
GO:0044699	FLNA	0.45	0.728
GO:0044699	FLNB	0.39	0.794
GO:0044699	FLNC	0.41	0.84
GO:0044699	VPS13A	0.45	0.277
GO:0044699	PDS5A	0.49	0.486
GO:0044699	ATP11A	0.23	0.801
GO:0044699	UBR2	0.35	0.681
GO:0044699	DNAJC13	0.34	0.806
GO:0044699	CBX5	0.39	0.396
GO:0044699	SLC7A11	0.35	0.822
GO:0044699	RNF169	0.37	0.721
GO:0044699	DIEXF	0.36	0.497
GO:0044699	AFF4	0.22	0.808
GO:0044699	TNRC6A	0.35	0.788
GO:0044699	ARL10	0.36	0.61
GO:0044699	TMOD2	0.4	0.537
GO:0044699	HIVEP1	0.37	0.704
GO:0044699	HIVEP2	0.47	0.724
GO:0044699	NR4A1	0.42	0.186
GO:0044699	TNC	0.45	0.776
GO:0044699	IGF2R	0.29	0.831
GO:0044699	ITGA2	0.37	0.671
GO:0044699	KPNA4	0.32	0.58
GO:0044699	LRP1	0.43	0.107
GO:0044699	MKI67	0.62	0.000134
GO:0044699	MYH10	0.44	0.823
GO:0044699	NF1	0.47	0.588
GO:0044699	NOTCH2	0.43	0.438
GO:0044699	NUMA1	0.34	0.845
GO:0044699	NUP98	0.65	3.76e-13
GO:0044699	UBR5	0.33	0.235
GO:0044699	PIK3CA	0.36	0.507
GO:0044699	PLXNA1	0.13	0.836
GO:0044699	SSH1	0.33	0.713
GO:0044699	PHIP	0.47	0.331
GO:0044699	VPS13D	0.3	0.757
GO:0044699	PRKCA	0.24	0.781
GO:0044699	PRKDC	0.36	0.732
GO:0044699	KIDINS220	0.39	0.81
GO:0044699	STARD9	0.29	0.636
GO:0044699	CHD8	0.55	0.000505
GO:0044699	PTPN14	0.38	0.818
GO:0044699	RAB3B	0.41	0.63
GO:0044699	REV3L	0.34	0.257
GO:0044699	AFAP1	0.28	0.82
GO:0044699	SLC5A3	0.54	0.0522
GO:0044699	SON	0.38	0.832
GO:0044699	SPTAN1	0.31	0.695
GO:0044699	SPTBN1	0.41	0.642
GO:0044699	BRCA2	0.4	0.424
GO:0044699	TEAD1	0.61	0
GO:0044699	THBS1	0.83	0
GO:0044699	TLN1	0.45	0.844
GO:0044699	TPR	0.36	0.709
GO:0044699	CACNA1A	0.41	0.38
GO:0044699	LUZP1	0.32	0.783
GO:0044699	ALMS1	0.45	0.296
GO:0044699	FYCO1	0.35	0.804
GO:0044699	THSD4	0.24	0.815
GO:0044699	SLC38A1	0.48	0.134
GO:0044699	NRIP1	0.23	0.79
GO:0044699	USP9X	0.31	0.813
GO:0044699	FZD4	0.32	0.691
GO:0044699	SMARCA5	0.43	0.0787
GO:0044699	AGPS	0.42	0.555
GO:0044699	DOCK7	0.35	0.786
GO:0044699	HELZ2	0.39	0.546
GO:0044699	CBL	0.42	0.623
GO:0044699	IQGAP1	0.35	0.797
GO:0044699	HERC2	0.42	0.596
GO:0044699	DSEL	0.3	0.833
GO:0044699	MED14	0.45	0.364
GO:0044699	GTF3C4	0.24	0.755
GO:0044699	ROCK2	0.51	0.00105
GO:0044699	H6PD	0.38	0.839
GO:0044699	USP34	0.29	0.766
GO:0044699	PIEZO1	0.29	0.648
GO:0044699	CKAP5	0.43	0.527
GO:0007399	FRY	0.29	0.745
GO:0007399	COL5A1	0.42	0.654
GO:0007399	VCAN	0.45	0.475
GO:0007399	EGFR	0.39	0.7
GO:0007399	VPS13A	0.45	0.277
GO:0007399	SLC7A11	0.35	0.822
GO:0007399	TMOD2	0.4	0.537
GO:0007399	TNC	0.45	0.776
GO:0007399	ITGA2	0.37	0.671
GO:0007399	LRP1	0.43	0.107
GO:0007399	MYH10	0.44	0.823
GO:0007399	NF1	0.47	0.588
GO:0007399	NOTCH2	0.43	0.438
GO:0007399	PLXNA1	0.13	0.836
GO:0007399	SSH1	0.33	0.713
GO:0007399	PRKDC	0.36	0.732
GO:0007399	KIDINS220	0.39	0.81
GO:0007399	CHD8	0.55	0.000505
GO:0007399	SLC5A3	0.54	0.0522
GO:0007399	SPTAN1	0.31	0.695
GO:0007399	SPTBN1	0.41	0.642
GO:0007399	BRCA2	0.4	0.424
GO:0007399	TLN1	0.45	0.844
GO:0007399	CACNA1A	0.41	0.38
GO:0007399	LUZP1	0.32	0.783
GO:0007399	USP9X	0.31	0.813
GO:0007399	FZD4	0.32	0.691
GO:0007399	DOCK7	0.35	0.786
GO:0007399	IQGAP1	0.35	0.797
GO:0007399	ROCK2	0.51	0.00105
GO:0016482	ASCC3	0.46	0.617
GO:0016482	LYST	0.31	0.572
GO:0016482	EGFR	0.39	0.7
GO:0016482	LMTK2	0.32	0.735
GO:0016482	FLNA	0.45	0.728
GO:0016482	VPS13A	0.45	0.277
GO:0016482	DNAJC13	0.34	0.806
GO:0016482	KPNA4	0.32	0.58
GO:0016482	NF1	0.47	0.588
GO:0016482	NUP98	0.65	3.76e-13
GO:0016482	UBR5	0.33	0.235
GO:0016482	PHIP	0.47	0.331
GO:0016482	VPS13D	0.3	0.757
GO:0016482	KIDINS220	0.39	0.81
GO:0016482	PTPN14	0.38	0.818
GO:0016482	SPTBN1	0.41	0.642
GO:0016482	TPR	0.36	0.709
GO:0048584	CREBBP	0.39	0.779
GO:0048584	EGFR	0.39	0.7
GO:0048584	FLNA	0.45	0.728
GO:0048584	TMOD2	0.4	0.537
GO:0048584	NF1	0.47	0.588
GO:0048584	NOTCH2	0.43	0.438
GO:0048584	UBR5	0.33	0.235
GO:0048584	PIK3CA	0.36	0.507
GO:0048584	PHIP	0.47	0.331
GO:0048584	PRKCA	0.24	0.781
GO:0048584	KIDINS220	0.39	0.81
GO:0048584	SPTAN1	0.31	0.695
GO:0048584	SPTBN1	0.41	0.642
GO:0048584	THBS1	0.83	0
GO:0048584	FZD4	0.32	0.691
GO:0048584	CBL	0.42	0.623
GO:0048584	USP34	0.29	0.766
GO:0000904	COL5A1	0.42	0.654
GO:0000904	EGFR	0.39	0.7
GO:0000904	FLNA	0.45	0.728
GO:0000904	FLNB	0.39	0.794
GO:0000904	ITGA2	0.37	0.671
GO:0000904	MYH10	0.44	0.823
GO:0000904	NF1	0.47	0.588
GO:0000904	PLXNA1	0.13	0.836
GO:0000904	SSH1	0.33	0.713
GO:0000904	KIDINS220	0.39	0.81
GO:0000904	SPTAN1	0.31	0.695
GO:0000904	SPTBN1	0.41	0.642
GO:0000904	TLN1	0.45	0.844
GO:0000904	CACNA1A	0.41	0.38
GO:0000904	USP9X	0.31	0.813
GO:0000904	FZD4	0.32	0.691
GO:0000904	DOCK7	0.35	0.786
GO:0000904	ROCK2	0.51	0.00105
GO:0032990	CEP250	0.38	0.769
GO:0032990	COL5A1	0.42	0.654
GO:0032990	EGFR	0.39	0.7
GO:0032990	FLNA	0.45	0.728
GO:0032990	ITGA2	0.37	0.671
GO:0032990	MYH10	0.44	0.823
GO:0032990	NF1	0.47	0.588
GO:0032990	PLXNA1	0.13	0.836
GO:0032990	SSH1	0.33	0.713
GO:0032990	KIDINS220	0.39	0.81
GO:0032990	SPTAN1	0.31	0.695
GO:0032990	SPTBN1	0.41	0.642
GO:0032990	TLN1	0.45	0.844
GO:0032990	CACNA1A	0.41	0.38
GO:0032990	USP9X	0.31	0.813
GO:0032990	DOCK7	0.35	0.786
GO:0032990	IQGAP1	0.35	0.797
GO:0032990	ROCK2	0.51	0.00105
GO:0048858	CEP250	0.38	0.769
GO:0048858	COL5A1	0.42	0.654
GO:0048858	EGFR	0.39	0.7
GO:0048858	FLNA	0.45	0.728
GO:0048858	ITGA2	0.37	0.671
GO:0048858	MYH10	0.44	0.823
GO:0048858	NF1	0.47	0.588
GO:0048858	PLXNA1	0.13	0.836
GO:0048858	SSH1	0.33	0.713
GO:0048858	KIDINS220	0.39	0.81
GO:0048858	SPTAN1	0.31	0.695
GO:0048858	SPTBN1	0.41	0.642
GO:0048858	TLN1	0.45	0.844
GO:0048858	CACNA1A	0.41	0.38
GO:0048858	USP9X	0.31	0.813
GO:0048858	DOCK7	0.35	0.786
GO:0048858	IQGAP1	0.35	0.797
GO:0048858	ROCK2	0.51	0.00105
GO:1903047	CENPF	0.43	0.603
GO:1903047	CEP250	0.38	0.769
GO:1903047	CREBBP	0.39	0.779
GO:1903047	DYNC1H1	0.54	0.41
GO:1903047	EGFR	0.39	0.7
GO:1903047	FLNA	0.45	0.728
GO:1903047	PDS5A	0.49	0.486
GO:1903047	MYH10	0.44	0.823
GO:1903047	NUMA1	0.34	0.845
GO:1903047	NUP98	0.65	3.76e-13
GO:1903047	PHIP	0.47	0.331
GO:1903047	PRKCA	0.24	0.781
GO:1903047	PRKDC	0.36	0.732
GO:1903047	SPTBN1	0.41	0.642
GO:1903047	TPR	0.36	0.709
GO:1903047	ALMS1	0.45	0.296
GO:1903047	USP9X	0.31	0.813
GO:1903047	CKAP5	0.43	0.527
GO:0065008	LYST	0.31	0.572
GO:0065008	CREBBP	0.39	0.779
GO:0065008	ABCA2	0.35	0.748
GO:0065008	FBN1	0.31	0.841
GO:0065008	FBN2	0.62	0.00756
GO:0065008	FLNA	0.45	0.728
GO:0065008	FLNB	0.39	0.794
GO:0065008	VPS13A	0.45	0.277
GO:0065008	ATP11A	0.23	0.801
GO:0065008	CBX5	0.39	0.396
GO:0065008	SLC7A11	0.35	0.822
GO:0065008	TMOD2	0.4	0.537
GO:0065008	ITGA2	0.37	0.671
GO:0065008	MYH10	0.44	0.823
GO:0065008	NF1	0.47	0.588
GO:0065008	PIK3CA	0.36	0.507
GO:0065008	SSH1	0.33	0.713
GO:0065008	PHIP	0.47	0.331
GO:0065008	VPS13D	0.3	0.757
GO:0065008	PRKCA	0.24	0.781
GO:0065008	PRKDC	0.36	0.732
GO:0065008	RAB3B	0.41	0.63
GO:0065008	SPTAN1	0.31	0.695
GO:0065008	SPTBN1	0.41	0.642
GO:0065008	THBS1	0.83	0
GO:0065008	TLN1	0.45	0.844
GO:0065008	CACNA1A	0.41	0.38
GO:0065008	SLC38A1	0.48	0.134
GO:0065008	NRIP1	0.23	0.79
GO:0065008	FZD4	0.32	0.691
GO:0065008	IQGAP1	0.35	0.797
GO:0065008	PIEZO1	0.29	0.648
GO:0071702	CENPF	0.43	0.603
GO:0071702	ASCC3	0.46	0.617
GO:0071702	LYST	0.31	0.572
GO:0071702	EGFR	0.39	0.7
GO:0071702	ABCA2	0.35	0.748
GO:0071702	LMTK2	0.32	0.735
GO:0071702	DOPEY1	0.37	0.517
GO:0071702	FLNA	0.45	0.728
GO:0071702	VPS13A	0.45	0.277
GO:0071702	ATP11A	0.23	0.801
GO:0071702	DNAJC13	0.34	0.806
GO:0071702	SLC7A11	0.35	0.822
GO:0071702	KPNA4	0.32	0.58
GO:0071702	LRP1	0.43	0.107
GO:0071702	NF1	0.47	0.588
GO:0071702	NUP98	0.65	3.76e-13
GO:0071702	UBR5	0.33	0.235
GO:0071702	PHIP	0.47	0.331
GO:0071702	VPS13D	0.3	0.757
GO:0071702	PRKCA	0.24	0.781
GO:0071702	PTPN14	0.38	0.818
GO:0071702	RAB3B	0.41	0.63
GO:0071702	SLC5A3	0.54	0.0522
GO:0071702	SPTBN1	0.41	0.642
GO:0071702	THBS1	0.83	0
GO:0071702	TPR	0.36	0.709
GO:0071702	CACNA1A	0.41	0.38
GO:0071702	SLC38A1	0.48	0.134
GO:0071702	FZD4	0.32	0.691
GO:0071702	IQGAP1	0.35	0.797
GO:0071702	HERC2	0.42	0.596
GO:0071702	CKAP5	0.43	0.527
GO:0000278	CENPF	0.43	0.603
GO:0000278	CEP250	0.38	0.769
GO:0000278	CREBBP	0.39	0.779
GO:0000278	DYNC1H1	0.54	0.41
GO:0000278	EGFR	0.39	0.7
GO:0000278	FLNA	0.45	0.728
GO:0000278	PDS5A	0.49	0.486
GO:0000278	MYH10	0.44	0.823
GO:0000278	NUMA1	0.34	0.845
GO:0000278	NUP98	0.65	3.76e-13
GO:0000278	PHIP	0.47	0.331
GO:0000278	PRKCA	0.24	0.781
GO:0000278	PRKDC	0.36	0.732
GO:0000278	SPTBN1	0.41	0.642
GO:0000278	BRCA2	0.4	0.424
GO:0000278	TPR	0.36	0.709
GO:0000278	ALMS1	0.45	0.296
GO:0000278	USP9X	0.31	0.813
GO:0000278	CKAP5	0.43	0.527
GO:0031175	FRY	0.29	0.745
GO:0031175	COL5A1	0.42	0.654
GO:0031175	EGFR	0.39	0.7
GO:0031175	TNC	0.45	0.776
GO:0031175	ITGA2	0.37	0.671
GO:0031175	LRP1	0.43	0.107
GO:0031175	MYH10	0.44	0.823
GO:0031175	NF1	0.47	0.588
GO:0031175	PLXNA1	0.13	0.836
GO:0031175	SSH1	0.33	0.713
GO:0031175	KIDINS220	0.39	0.81
GO:0031175	SPTAN1	0.31	0.695
GO:0031175	SPTBN1	0.41	0.642
GO:0031175	TLN1	0.45	0.844
GO:0031175	CACNA1A	0.41	0.38
GO:0031175	USP9X	0.31	0.813
GO:0031175	DOCK7	0.35	0.786
GO:0031175	IQGAP1	0.35	0.797
GO:0031175	ROCK2	0.51	0.00105
GO:0048666	FRY	0.29	0.745
GO:0048666	COL5A1	0.42	0.654
GO:0048666	EGFR	0.39	0.7
GO:0048666	TNC	0.45	0.776
GO:0048666	ITGA2	0.37	0.671
GO:0048666	LRP1	0.43	0.107
GO:0048666	MYH10	0.44	0.823
GO:0048666	NF1	0.47	0.588
GO:0048666	PLXNA1	0.13	0.836
GO:0048666	SSH1	0.33	0.713
GO:0048666	KIDINS220	0.39	0.81
GO:0048666	SPTAN1	0.31	0.695
GO:0048666	SPTBN1	0.41	0.642
GO:0048666	TLN1	0.45	0.844
GO:0048666	CACNA1A	0.41	0.38
GO:0048666	USP9X	0.31	0.813
